FID,Shape *,OBJECTID_1,OBJECTID,OBJECTID_2,OBJECTID_3,FEATURE_ID,CEM_ECP,ECP_TAG,SOURCE,MAP_SRC,ECO_SEC,BECUNIT,SDEC_1,DEC1,SDEC_2,DEC2,SDEC_3,DEC3,BHC20_1,BHC20_2,BHC20_3,BHC33_1,BHC33_2,BHC33_3,SDEC1_AREA,SDEC2_AREA,SDEC3_AREA,Area_m
2166,Polygon,41100,5807,0,0,0,85780,094A012_573,G,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,151393.4765,0,0,151393.4756
2167,Polygon,41101,5809,0,0,0,85782,094A002_531,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,265977.5863,0,0,18832.70663
2168,Polygon,41102,5810,0,0,0,85783,094A011_565,V,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,31222.6457,0,0,31222.63759
2169,Polygon,41103,5811,0,0,0,85784,094A011_582,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,59076.21168,0,0,59076.21707
2170,Polygon,41104,5813,0,0,0,85786,094A011_610,V,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,59613.01882,0,0,59613.02543
2171,Polygon,41615,31132,35495,0,5693895,31132, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,36.64987,0,0,36.648151
2172,Polygon,41616,31136,35124,0,5777165,31136, , ,VRI,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,3448.25688,0,0,557.062949
2173,Polygon,40867,5427,0,0,0,85389,094A012_1416,P,TEM,PEL,BWBSmw1,8,CB1,2,AS2,0, ,NVE,DSG, ,NVE,DSG, ,15166.85817,3791.71454,0,18958.57958
2174,Polygon,40868,5428,0,0,0,85390,094A012_1138,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,317096.0869,0,0,317096.107
2175,Polygon,40869,5431,0,0,0,85393,094A012_1432,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,28871.18929,0,0,28871.19777
2176,Polygon,40870,5434,0,0,0,85396,094A012_1454,P,TEM,PEL,BWBSmw1,10,WW3,0, ,0, ,DSS, , ,DSS, , ,16503.32112,0,0,16503.31152
2177,Polygon,40871,5435,0,0,0,85397,094A012_1236,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,55807.12918,0,0,30250.56177
2178,Polygon,40872,5438,0,0,0,85400,094A012_1036,V,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,23217.93448,0,0,23217.95599
2179,Polygon,40873,5440,0,0,0,85402,094A011_943,E,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,120087.3466,0,0,120008.2903
2180,Polygon,40874,5442,0,0,0,85404,094A012_665,V,TEM,PEL,BWBSmw1,10,Fm025,0, ,0, ,RYF, , ,RYF-Ac, , ,41666.3065,0,0,39825.24244
2181,Polygon,40875,5444,0,0,0,85406,094A012_604,V,TEM,PEL,BWBSmw1,6,SC:ab5,4,AM5,0, ,DYF,CYF, ,DYF-At,CYF-Sw, ,102228.6666,68152.44436,0,94450.93705
2182,Polygon,40877,5447,0,0,0,85409,094A001_473,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,26907.37156,0,0,26907.3898
2183,Polygon,40878,5448,0,0,0,85410,094A001_440,V,TEM,PEL,BWBSmw1,10,LL:ak4,0, ,0, ,DYF, , ,DYF-At, , ,143422.0588,0,0,143422.1573
2184,Polygon,40879,5453,0,0,0,85415,094A012_1353,P,TEM,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,4884.88435,0,0,4884.879962
2185,Polygon,40880,5454,0,0,0,85416,094A012_1257,P,TEM,PEL,BWBSmw1,6,AM:ap3,2,LL3,2,WW2b,DSH,CSH,DSG,DSH-At,CSH-Pl,DSG,42825.91131,14275.30377,14275.30377,71376.53827
2186,Polygon,40881,5456,0,0,0,85418,094A012_1316,P,TEM,PEL,BWBSmw1,8,AS3,2,WW2b,0, ,DSS,DSG, ,DSS,DSG, ,6220.69636,1555.17409,0,7775.889664
2187,Polygon,40882,5457,0,0,0,85419,094A001_499,G,TEM,PEL,BWBSmw1,10,SC5,0, ,0, ,CYF, , ,CYF-Sw, , ,92523.56041,0,0,92523.52064
2188,Polygon,40883,5458,0,0,0,85420,094A001_485,V,TEM,PEL,BWBSmw1,6,SW:as5,4,AM:5,0, ,DYF, , ,DYF-At, , ,192032.1512,128021.4341,0,320053.5718
2189,Polygon,40884,5459,0,0,0,85421,094A001_478,V,TEM,PEL,BWBSmw1,10,RW,0, ,0, ,ANT, , ,ANT, , ,24052.04183,0,0,24052.05756
2190,Polygon,40885,5460,0,0,0,85422,094A001_470,G,TEM,PEL,BWBSmw1,8,AM:ap4,2,CF2,0, ,DYF,CUL, ,DYF-At,CUL, ,52828.11995,13207.02999,0,66035.16228
2191,Polygon,40886,5461,0,0,0,85423,094A001_489,V,TEM,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,46286.16421,0,0,46260.30091
2192,Polygon,40887,5462,0,0,0,85424,094A002_491,V,TEM,PEL,BWBSmw1,10,SW:as6,0, ,0, ,DMF, , ,DMF-At, , ,14412.64344,0,0,1506.474161
2193,Polygon,40888,5463,0,0,0,85425,094A001_486,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,100808.9838,0,0,100808.9873
2194,Polygon,40889,5466,0,0,0,85428,094A001_459,P,TEM,PEL,BWBSmw1,5,AM4,5,CF2,0, ,CYF,CUL, ,CYF-Sw,CUL, ,9168.41175,9168.41175,0,18336.82421
2195,Polygon,40890,5480,0,0,0,85442,094A012_1455,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,3545.86953,0,0,3545.867203
2196,Polygon,40891,5481,0,0,0,85443,094A012_1247,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,49009.34655,0,0,49009.34051
2197,Polygon,40892,5483,0,0,0,85445,094A012_1332,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,3146.08863,0,0,3146.083936
2198,Polygon,40893,5485,0,0,0,85447,094A012_1439,P,TEM,PEL,BWBSmw1,8,AM:ap4,2,AS3,0, ,DYF,DSS, ,DYF-At,DSS, ,13705.45717,3426.36429,0,17131.80912
2199,Polygon,40894,5486,0,0,0,85448,094A012_1395,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,10932.72676,0,0,10932.73521
2200,Polygon,40895,5487,0,0,0,85449,094A012_1354,P,TEM,PEL,BWBSmw1,5,AS3,3,WW2b,2,CB1,DSS,DSG,NVE,DSS,DSG,NVE,27857.14659,16714.28795,11142.85863,55714.31702
2201,Polygon,40896,5488,0,0,0,85450,094A012_1159,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,296341.997,0,0,296341.9953
2202,Polygon,40897,5489,0,0,0,85451,094A012_1370,P,TEM,PEL,BWBSmw1,8,AS3,2,WW2b,0, ,DSS,DSG, ,DSS,DSG, ,19650.21996,4912.55499,0,24562.75341
2203,Polygon,40898,5490,0,0,0,85452,094A012_1391,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,18818.55622,0,0,18818.5393
2204,Polygon,40899,5491,0,0,0,85453,094A012_1272,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,38431.07636,0,0,38431.0883
2205,Polygon,40901,5493,0,0,0,85455,094A012_1415,P,TEM,PEL,BWBSmw1,8,WW2,2,AS3,0, ,DSG,DSS, ,DSG,DSS, ,8591.26277,2147.81569,0,10739.08239
2206,Polygon,40902,5495,0,0,0,85457,094A012_1227,P,TEM,PEL,BWBSmw1,8,AM:ap5,2,SW5,0, ,DYF,CYF, ,DYF-At,CYF-Sw, ,63562.96528,15890.74132,0,48581.17724
2207,Polygon,40903,5496,0,0,0,85458,094A012_1338,P,TEM,PEL,BWBSmw1,8,WW2,2,CB1,0, ,DSG,NVE, ,DSG,NVE, ,39686.36883,9921.59221,0,32383.81737
2208,Polygon,40904,5498,0,0,0,85460,094A012_1297,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,4795.4805,0,0,4795.484844
2209,Polygon,40905,5499,0,0,0,85461,094A012_1392,P,TEM,PEL,BWBSmw1,8,WW2,2,CB1,0, ,DSG,NVE, ,DSG,NVE, ,7655.06388,1913.76597,0,9568.832586
2210,Polygon,40906,5500,0,0,0,85462,094A012_1362,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,16843.99432,0,0,16844.01864
2211,Polygon,40907,5501,0,0,0,85463,094A012_1157,V,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,82264.45731,0,0,82264.48016
2212,Polygon,40908,5502,0,0,0,85464,094A012_1305,P,TEM,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,4108.96978,0,0,4108.959741
2213,Polygon,40909,5504,0,0,0,85466,094A012_1337,P,TEM,PEL,BWBSmw1,8,AM:ap3,2,WW2b,0, ,DSH,DSG, ,DSH-At,DSG, ,30035.25418,7508.81354,0,37544.06754
2214,Polygon,40910,5505,0,0,0,85467,094A012_1218,V,TEM,PEL,BWBSmw1,5,WH3a,5,Fm023,0, ,WRI,RSH, ,WRI,RSH-Ac, ,17187.1432,17187.1432,0,34374.28046
2215,Polygon,40911,5506,0,0,0,85468,094A012_1381,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,6501.15464,0,0,6501.148449
2216,Polygon,40912,5507,0,0,0,85469,094A012_1335,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,23768.11986,0,0,23768.08725
2217,Polygon,40913,5508,0,0,0,85470,094A012_1110,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,61446.49425,0,0,61446.45973
2218,Polygon,40914,5509,0,0,0,85471,094A012_1189,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,21607.24978,0,0,21607.22423
2219,Polygon,40915,5510,0,0,0,85472,094A012_1192,P,TEM,PEL,BWBSmw1,8,CF2,2,AM:3,0, ,CUL, , ,CUL, , ,15012.50071,3753.12518,0,18765.62487
2220,Polygon,40916,5511,0,0,0,85473,094A012_1151,G,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,27680.52058,0,0,27680.50049
2221,Polygon,40917,5512,0,0,0,85474,094A012_1166,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,8943.80561,0,0,8943.799143
2222,Polygon,40918,5514,0,0,0,85476,094A012_1114,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,32549.05726,0,0,32549.07366
2223,Polygon,40919,5515,0,0,0,85477,094A012_1149,V,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,11392.993,0,0,11392.96508
2224,Polygon,40920,5516,0,0,0,85478,094A011_832,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,51927.33947,0,0,51927.31633
2225,Polygon,40921,5517,0,0,0,85479,094A012_575,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,1426650.579,0,0,42486.42765
2226,Polygon,40922,5518,0,0,0,85480,094A011_843,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,18889.30895,0,0,18889.30615
2227,Polygon,40923,5525,0,0,0,85481,094A001_443,V,TEM,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,36653.81496,0,0,36653.78614
2228,Polygon,40924,5526,0,0,0,85482,094A001_446,V,TEM,PEL,BWBSmw1,6,SW:as5,4,CF2,0, ,DYF,CUL, ,DYF-At,CUL, ,4607.85878,3071.90585,0,7679.759892
2229,Polygon,40925,5527,0,0,0,85483,094A001_436,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,132516.64,0,0,132516.6111
2230,Polygon,40926,5539,0,0,0,85495,094A012_1262,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,7054.66723,0,0,7054.654459
2231,Polygon,40927,5540,0,0,0,85496,094A012_1346,P,TEM,PEL,BWBSmw1,8,CB1,2,WW2b,0, ,NVE,DSG, ,NVE,DSG, ,7505.00225,1876.25056,0,9381.240941
2232,Polygon,40928,5541,0,0,0,85497,094A012_6455,P,TEM,PEL,BWBSmw1,5,AS3,3,WW2b,2,CB1,DSS,DSG,NVE,DSS,DSG,NVE,4489.01874,2693.41125,1795.6075,8978.047601
2233,Polygon,40929,5542,0,0,0,85498,094A012_1205,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,51687.50459,0,0,51687.4702
2234,Polygon,40930,5543,0,0,0,85499,094A012_1170,V,TEM,PEL,BWBSmw1,8,AM:ap5,2,SO5,0, ,DYF,CYF, ,DYF-At,CYF-Sw, ,25474.3961,6368.59903,0,31842.98523
2235,Polygon,40931,5545,0,0,0,85501,094A012_1311,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,37341.74734,0,0,37341.74384
2236,Polygon,40932,5546,0,0,0,85502,094A012_1364,P,TEM,PEL,BWBSmw1,8,WW2,2,AS3,0, ,DSG,DSS, ,DSG,DSS, ,8047.36139,2011.84035,0,10059.20836
2237,Polygon,40933,5547,0,0,0,85503,094A012_1327,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,9915.16957,0,0,9915.161129
2238,Polygon,40934,5548,0,0,0,85504,094A012_1168,V,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,39953.88146,0,0,39953.88997
2239,Polygon,40935,5549,0,0,0,85505,094A012_1267,P,TEM,PEL,BWBSmw1,8,SW5,2,CF2,0, ,CYF,CUL, ,CYF-Sw,CUL, ,28298.71696,7074.67924,0,35373.40663
2240,Polygon,40936,5550,0,0,0,85506,094A012_1175,P,TEM,PEL,BWBSmw1,10,SC:ab5,0, ,0, ,DYF, , ,DYF-At, , ,57641.1617,0,0,57641.14595
2241,Polygon,40937,5551,0,0,0,85507,094A012_1229,G,TEM,PEL,BWBSmw1,6,SC5,4,AM:3,0, ,CYF, , ,CYF-Sw, , ,50913.79591,33942.53061,0,84856.33917
2242,Polygon,40938,5552,0,0,0,85508,094A012_1219,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,8751.85703,0,0,8751.865687
2243,Polygon,40939,5554,0,0,0,85510,094A012_1292,P,TEM,PEL,BWBSmw1,6,WW2,2,CB1,2,AS3,DSG,NVE,DSS,DSG,NVE,DSS,20058.71519,5731.06148,2865.53074,28655.29948
2244,Polygon,40940,5556,0,0,0,85512,094A012_1049,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,44532.93852,0,0,44515.31619
2245,Polygon,40941,5557,0,0,0,85513,094A012_1055,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,51527.28934,0,0,51506.71845
2246,Polygon,40942,5558,0,0,0,85514,094A012_1185,G,TEM,PEL,BWBSmw1,5,AM5,5,AM:5,0, ,CYF, , ,CYF-Sw, , ,85123.80525,85123.80525,0,170247.5716
2247,Polygon,40943,5559,0,0,0,85515,094A012_1217,V,TEM,PEL,BWBSmw1,8,CF2,2,RZ,0, ,CUL,ANT, ,CUL,ANT, ,19397.13815,4849.28454,0,24246.4086
2248,Polygon,40944,5562,0,0,0,85518,094A012_1139,P,TEM,PEL,BWBSmw1,10,SW5,0, ,0, ,CYF, , ,CYF-Sw, , ,64510.11607,0,0,64510.12007
2249,Polygon,40945,5563,0,0,0,85519,094A012_1130,G,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,118787.9636,0,0,118787.9646
2250,Polygon,40946,5565,0,0,0,85521,094A012_1003,V,TEM,PEL,BWBSmw1,10,SC:ab6,0, ,0, ,DMF, , ,DMF-At, , ,93197.39869,0,0,93197.42713
2251,Polygon,40947,5566,0,0,0,85522,094A012_1101,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,52658.87925,0,0,52658.87817
2252,Polygon,40948,5567,0,0,0,85523,094A012_1249,P,TEM,PEL,BWBSmw1,5,WW2,3,AM:3,2,CB1,DSG, ,NVE,DSG, ,NVE,10824.75468,6494.85281,4329.90187,21649.50178
2253,Polygon,40949,5568,0,0,0,85524,094A012_1118,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,80704.42105,0,0,80704.40267
2254,Polygon,40950,5569,0,0,0,85525,094A012_1256,V,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,22227.56525,0,0,22227.55919
2255,Polygon,40958,5581,0,0,0,85537,094A012_1048,P,TEM,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,25416.98446,0,0,25416.98073
2256,Polygon,40959,5583,0,0,0,85539,094A012_1107,V,TEM,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,108404.5677,0,0,81340.05432
2257,Polygon,40960,5584,0,0,0,85540,094A012_1099,V,TEM,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,20361.23669,0,0,20361.2393
2258,Polygon,40961,5585,0,0,0,85541,094A012_1140,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,36692.90467,0,0,36692.92234
2259,Polygon,40962,5586,0,0,0,85542,094A012_1009,V,TEM,PEL,BWBSmw1,5,Fm025,5,AM:5,0, ,RYF, , ,RYF-Ac, , ,67041.41399,67041.41399,0,134082.8012
2260,Polygon,40963,5587,0,0,0,85543,094A012_1167,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,18479.72775,0,0,18479.71337
2261,Polygon,40964,5588,0,0,0,85544,094A012_960,V,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,160449.5892,0,0,145549.5736
2262,Polygon,40965,5589,0,0,0,85545,094A012_1182,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,9305.02274,0,0,9305.029139
2263,Polygon,40966,5591,0,0,0,85547,094A012_1181,P,TEM,PEL,BWBSmw1,8,WW2,2,AS3,0, ,DSG,DSS, ,DSG,DSS, ,14576.91767,3644.22942,0,18221.14314
2264,Polygon,40967,5593,0,0,0,85549,094A001_526,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,9616.33877,0,0,9616.351909
2265,Polygon,40968,5609,0,0,0,85565,094A012_939,G,TEM,PEL,BWBSmw1,8,AM:ap6,2,AM:5,0, ,DMF, , ,DMF-At, , ,58676.7345,14669.18363,0,64461.28805
2266,Polygon,40969,5610,0,0,0,85566,094A012_1071,P,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,18970.56253,0,0,18970.55523
2267,Polygon,40970,5611,0,0,0,85567,094A012_1041,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,195598.4897,0,0,195598.543
2268,Polygon,40971,5612,0,0,0,85568,094A012_1174,V,TEM,PEL,BWBSmw1,10,CB1,0, ,0, ,NVE, , ,NVE, , ,20058.11055,0,0,20058.13127
2269,Polygon,40972,5613,0,0,0,85569,094A012_848,P,TEM,PEL,BWBSmw1,5,SH5,5,AM5,0, ,CYF,CYF, ,CYF-Sw,CYF-Sw, ,86174.55609,86174.55609,0,172349.1288
2270,Polygon,40973,5614,0,0,0,85570,094A012_804,V,TEM,PEL,BWBSmw1,8,SO5,2,AM:6,0, ,CYF, , ,CYF-Sw, , ,101660.6506,25415.16265,0,127075.7357
2271,Polygon,40974,5615,0,0,0,85571,094A012_904,V,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,243393.053,0,0,243393.0171
2272,Polygon,40975,5617,0,0,0,85573,094A012_905,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,26725.22719,0,0,26725.20594
2273,Polygon,40976,5618,0,0,0,85574,094A012_796,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,77194.83446,0,0,77194.82169
2274,Polygon,40977,5619,0,0,0,85575,094A011_945,E,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,15740.09569,0,0,15740.09094
2275,Polygon,40978,5620,0,0,0,85576,094A012_896,V,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,39035.30111,0,0,39035.26744
2276,Polygon,40979,5621,0,0,0,85577,094A002_514,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,77374.29501,0,0,75998.63381
2277,Polygon,40980,5622,0,0,0,85578,094A002_4821,G,TEM,PEL,BWBSmw1,8,AM:ap5,2,AM:5,0, ,DYF, , ,DYF-At, , ,26733.0078,6683.25195,0,33416.2562
2278,Polygon,40981,5623,0,0,0,85579,094A002_510,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,68422.34566,0,0,68422.3348
2279,Polygon,40982,5624,0,0,0,85580,094A001_493,V,TEM,PEL,BWBSmw1,8,AM:ap4,2,RW,0, ,DYF,ANT, ,DYF-At,ANT, ,139940.7666,34985.19165,0,174925.9204
2280,Polygon,40983,5625,0,0,0,85581,094A001_405,P,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,314568.871,0,0,314568.8582
2281,Polygon,40984,5628,0,0,0,85584,094A001_447,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,16073.42965,0,0,16073.42406
2282,Polygon,40985,5638,0,0,0,85594,094A012_1100,P,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,45784.68884,0,0,45784.68413
2283,Polygon,40986,5641,0,0,0,85597,094A012_1087,P,TEM,PEL,BWBSmw1,10,WH2,0, ,0, ,WRI, , ,WRI, , ,38794.63162,0,0,38794.65551
2284,Polygon,40987,5642,0,0,0,85598,094A012_1153,V,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,34452.45668,0,0,34452.51024
2285,Polygon,40988,5643,0,0,0,85599,094A012_1070,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,32285.04998,0,0,32285.0781
2286,Polygon,40989,5646,0,0,0,85602,094A012_1035,P,TEM,PEL,BWBSmw1,8,LL:ak5,2,CB1,0, ,DYF,NVE, ,DYF-At,NVE, ,67304.66878,16826.16719,0,84130.83312
2287,Polygon,40990,5648,0,0,0,85604,094A012_1026,V,TEM,PEL,BWBSmw1,8,CF2,2,AM:4,0, ,CUL, , ,CUL, , ,98628.46193,24657.11548,0,123285.6011
2288,Polygon,40991,5649,0,0,0,85605,094A012_929,G,TEM,PEL,BWBSmw1,10,SC:ab6,0, ,0, ,DMF, , ,DMF-At, , ,168442.5779,0,0,168442.5653
2289,Polygon,40992,5650,0,0,0,85606,094A012_1146,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,12714.82113,0,0,12714.76203
2290,Polygon,40993,5652,0,0,0,85608,094A012_1089,V,TEM,PEL,BWBSmw1,5,AM:ap4,5,AM:3,0, ,DYF, , ,DYF-At, , ,21351.37867,21351.37867,0,42702.75248
2291,Polygon,40994,5653,0,0,0,85609,094A012_1127,P,TEM,PEL,BWBSmw1,8,SW5,2,SW3,0, ,CYF,CSH, ,CYF-Sw,CSH-Sw, ,32287.71802,8071.9295,0,40359.67483
2292,Polygon,40995,5655,0,0,0,85611,094A012_1076,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,18667.14364,0,0,18667.13013
2293,Polygon,40996,5656,0,0,0,85612,094A012_1086,V,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,27369.31528,0,0,27369.29575
2294,Polygon,40997,5657,0,0,0,85613,094A012_1032,P,TEM,PEL,BWBSmw1,10,SO6,0, ,0, ,CMF, , ,CMF-Sw, , ,25413.19133,0,0,25413.19377
2295,Polygon,40998,5660,0,0,0,85616,094A012_1085,E,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,27471.5025,0,0,27471.48812
2296,Polygon,40999,5661,0,0,0,85617,094A012_1008,V,TEM,PEL,BWBSmw1,6,SH:ac3,4,SH:4,0, ,DSH, , ,DSH-Ac, , ,45040.61285,30027.07523,0,75067.71739
2297,Polygon,41000,5665,0,0,0,85621,094A012_837,V,TEM,PEL,BWBSmw1,10,SW:as6,0, ,0, ,DMF, , ,DMF-At, , ,328248.5883,0,0,12581.30539
2298,Polygon,41001,5666,0,0,0,85622,094A012_1020,V,TEM,PEL,BWBSmw1,6,AM:ap5,4,AM:3,0, ,DYF, , ,DYF-At, , ,58908.61071,39272.40714,0,98181.00818
2299,Polygon,41002,5669,0,0,0,85625,094A012_1060,V,TEM,PEL,BWBSmw1,8,AM:ap4,2,BL:4,0, ,DYF, , ,DYF-At, , ,25015.70435,6253.92609,0,31269.66867
2300,Polygon,41003,5670,0,0,0,85626,094A012_972,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,139897.428,0,0,139897.4297
2301,Polygon,41004,5672,0,0,0,85628,094A012_1024,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,41014.19869,0,0,41014.23621
2302,Polygon,41005,5673,0,0,0,85629,094A012_1034,V,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,11296.58947,0,0,11296.59411
2303,Polygon,41006,5674,0,0,0,85630,094A012_1108,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,10574.11386,0,0,10574.09208
2304,Polygon,41007,5676,0,0,0,85632,094A012_1043,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,19735.72049,0,0,19735.72265
2305,Polygon,41008,5677,0,0,0,85633,094A012_981,E,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,115405.457,0,0,115405.4665
