ID,Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
461,Leiothlypis celata,Vermivora celata,Orange-crowned Warbler,,B-OCWA,ABPBX01050,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
462,Leiothlypis luciae,,Lucy's Warbler,,B-LUWA,ABPBX01090,G5,1996-12-3 0:00:00,SNA,2016-11-17 0:00:00,2016-11-17 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
463,Leiothlypis peregrina,Vermivora peregrina,Tennessee Warbler,,B-TEWA,ABPBX01040,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
464,Leiothlypis ruficapilla,Vermivora ruficapilla,Nashville Warbler,,B-NAWA,ABPBX01060,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2001-9-24 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
465,Mniotilta varia,,Black-and-white Warbler,,B-BAWW,ABPBX05010,G5,2016-4-9 0:00:00,S4S5B,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
466,Myioborus pictus,,Painted Redstart,,B-PARE,ABPBX19010,G5,1996-12-3 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
467,Oporornis agilis,,Connecticut Warbler,,B-COWA,ABPBX11020,G4G5,2016-4-9 0:00:00,S3B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Blue,Y (Jun 2006),,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DFN;DPC,9,PRRD;NRRD,,BWBS;CWH,Riparian Forest;Deciduous/Broadleaf Forest;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,Y,
468,Parkesia noveboracensis,Seiurus noveboracensis,Northern Waterthrush,,B-NOWA,ABPBX10020,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
469,Protonotaria citrea,,Prothonotary Warbler,,B-POWA,ABPBX07010,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,2002-2-18 0:00:00,E (Apr 2007),,Accidental,,,,,,Y,1-E,Accidental in BC,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
470,Seiurus aurocapilla,Seiurus aurocapillus,Ovenbird,,B-OVEN,ABPBX10010,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
471,Setophaga americana,Parula americana,Northern Parula,,B-NOPA,ABPBX02010,G5,2016-4-9 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
472,Setophaga caerulescens,Dendroica caerulescens,Black-throated Blue Warbler,,B-BTBW,ABPBX03050,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
473,Setophaga castanea,Dendroica castanea,Bay-breasted Warbler,,B-BAYW,ABPBX03220,G5,2016-4-9 0:00:00,S2B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Red,Y (Jun 2006),,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DFN;DPC,9,PRRD;NRRD,,BWBS;CWH;ICH;MS;SBS,Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,Y,
474,Setophaga citrina,Wilsonia citrina,Hooded Warbler,,B-HOWA,ABPBX16010,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,2002-2-18 0:00:00,NAR (May 2012),,Accidental,,,,,,Y,,,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
475,Setophaga coronata,Dendroica coronata,Yellow-rumped Warbler,,B-YRWA,ABPBX03060,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
476,Setophaga discolor,Dendroica discolor,Prairie Warbler,,B-PRWA,ABPBX03190,G5,2016-4-9 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,NAR (Apr 1999),,Accidental,,,,,,Y,,,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
477,Setophaga dominica,Dendroica dominica,Yellow-throated Warbler,,B-YTWA,ABPBX03130,G5,1996-12-3 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
478,Setophaga fusca,Dendroica fusca,Blackburnian Warbler,,B-BBNW,ABPBX03120,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
479,Setophaga magnolia,Dendroica magnolia,Magnolia Warbler,,B-MGNW,ABPBX03030,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
480,Setophaga nigrescens,Dendroica nigrescens,Black-throated Gray Warbler,,B-BTGW,ABPBX03070,G5,2016-4-9 0:00:00,S4S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DCK;DCR;DCS;DKM;DNI;DSC;DSI;DSQ,1;2;3;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;TNRD;MWRD;CCRD;KSRD;OSRD;FVRD,,CDF;CWH;IDF;MH,Riparian Forest;Deciduous/Broadleaf Forest;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,N,
481,Setophaga occidentalis,Dendroica occidentalis,Hermit Warbler,,B-HEWA,ABPBX03090,G4G5,2016-4-9 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
482,Setophaga palmarum,Dendroica palmarum,Palm Warbler,,B-PAWA,ABPBX03210,G5,2016-4-9 0:00:00,S4S5B,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,Bog;Fen;Swamp;Marsh;Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet,Native,Regularly occurring,Y,,N,N,
483,Setophaga pensylvanica,Dendroica pensylvanica,Chestnut-sided Warbler,,B-CSWA,ABPBX03020,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,2000-10-6 0:00:00,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
484,Setophaga petechia,Dendroica petechia,Yellow Warbler,,B-YEWA,ABPBX03010,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MS;PP;SBPS;SBS;SWB,Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Pond/Open Water,Native,Regularly occurring,Y,,N,N,
485,Setophaga pinus,Dendroica pinus,Pine Warbler,,B-PIWA,ABPBX03170,G5,2016-4-9 0:00:00,SNA,2009-1-10 0:00:00,2006-1-3 0:00:00,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
486,Setophaga ruticilla,,American Redstart,,B-AMRE,ABPBX06010,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2001-9-24 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
487,Setophaga striata,Dendroica striata,Blackpoll Warbler,,B-BKPW,ABPBX03230,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
488,Setophaga tigrina,Dendroica tigrina,Cape May Warbler,,B-CMWA,ABPBX03040,G5,2016-4-9 0:00:00,S3S4B,2018-4-29 0:00:00,2018-4-29 0:00:00,,,Blue,Y (Jun 2006),,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DFN;DMK;DPC,9,PRRD;NRRD,,BWBS;MS;SBS,Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,Y,
489,Setophaga townsendi,Dendroica townsendi,Townsend's Warbler,,B-TOWA,ABPBX03080,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,,,,,,,Native,Regularly occurring,Y,,N,N,
490,Setophaga virens,Dendroica virens,Black-throated Green Warbler,,B-BTNW,ABPBX03100,G5,2016-4-9 0:00:00,S3B,2015-3-5 0:00:00,2001-9-24 0:00:00,,,Blue,Y (Jun 2006),,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Parulidae,DFN;DPC,9,PRRD;NRRD,,BWBS;CDF;CWH;ESSF;ICH;SBS,Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,Y,
491,Agelaius phoeniceus,,Red-winged Blackbird,,B-RWBL,ABPBXB0010,G5,2016-4-6 0:00:00,S5B,S5N,2015-3-5 0:00:00,1997-6-16 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,,,,,,,Native,Regularly occurring,Y,,N,N,
492,Dolichonyx oryzivorus,,Bobolink,,B-BOBO,ABPBXA9010,G5,2016-4-7 0:00:00,S3B,2015-3-5 0:00:00,1998-6-30 0:00:00,T (Apr 2010),,Blue,,,,,,Y,1-T (Nov 2017),,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,DAB;DCC;DCO;DCS;DHW;DKA;DKL;DMH;DOS;DPG;DQU;DRM,3;4;5;7;8,EKRD;CKRD;TNRD;NORD;CSRD;CBRD;KBRD;OSRD,,BG;BWBS;CDF;CWH;ICH;IDF;PP;SBS,Pasture/Old Field;Cultivated Field;Meadow;Grassland,Native,Regularly occurring,Y,,N,Y,
493,Euphagus carolinus,,Rusty Blackbird,,B-RUBL,ABPBXB5010,G4,2016-4-7 0:00:00,S3S4B,2015-3-5 0:00:00,2005-11-29 0:00:00,SC (Apr 2017),,Blue,,,,,,,1-SC (Mar 2009),,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,DAB;DCC;DCH;DCO;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSQ;DSS_B;DSS_C;DVA,3;4;5;6;7;8;9,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD,,BG;BWBS;CDF;CWH;ESSF;MS;PP;SBPS;SBS;SWB,Bog;Fen;Swamp;Marsh;Lake;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Pond/Open Water;Industrial,Native,Regularly occurring,Y,,N,N,Currently not mapping this species as it is still wide spread and has been listed based on declining trends. Mapping all breeding locations would not be possible at this point. Partial mapping that would include large colonies may be considered in the fut
494,Euphagus cyanocephalus,,Brewer's Blackbird,,B-BRBL,ABPBXB5020,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,,,,,,,Native,Regularly occurring,Y,,N,N,
495,Icterus bullockii,,Bullock's Oriole,,B-BUOR,ABPBXB9220,G5,2016-4-8 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,,,,,,,Native,Regularly occurring,Y,,N,N,
496,Icterus cucullatus,,Hooded Oriole,,B-HOOR,ABPBXB9080,G5,1996-12-4 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
497,Icterus galbula,,Baltimore Oriole,,B-BAOR,ABPBXB9190,G5,2016-4-8 0:00:00,S3?B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Blue,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,DPC,9,PRRD,,BAFA;BWBS;ESSF;SBS,Riparian Forest;Shrub - Natural;Deciduous/Broadleaf Forest;Urban/Suburban;Shrub - Logged,Native,Regularly occurring,Y,,N,Y,
498,Icterus spurius,,Orchard Oriole,,B-OROR,ABPBXB9070,G5,2016-4-8 0:00:00,SNA,2009-1-10 0:00:00,2005-6-6 0:00:00,,,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
499,Molothrus ater,,Brown-headed Cowbird,,B-BHCO,ABPBXB7030,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,,,,,,,Native,Regularly occurring,Y,,N,N,
500,Quiscalus mexicanus,,Great-tailed Grackle,,B-GTGR,ABPBXB6050,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
501,Quiscalus quiscula,,Common Grackle,,B-COGR,ABPBXB6070,G5,2016-4-9 0:00:00,S4S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,,,,,,,Native,Regularly occurring,Y,,N,N,
502,Sturnella neglecta,,Western Meadowlark,,B-WEME,ABPBXB2030,G5,2016-4-10 0:00:00,S4B, SNRN,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,DAB;DCC;DCH;DCO;DCS;DFN;DHW;DKA;DKL;DMH;DND;DOS;DPC;DPG;DQU;DRM;DVA,3;4;5;7;8;9,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;KBRD;BNRD;FFRD;PRRD;NRRD;OSRD,,BG;BWBS;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS,Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Conifer Forest - Dry;Urban/Suburban;Antelope-brush Steppe,Native,Regularly occurring,Y,,N,N,
503,Xanthocephalus xanthocephalus,,Yellow-headed Blackbird,,B-YHBL,ABPBXB3010,G5,2016-4-10 0:00:00,S4B,2015-1-28 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteridae,DAB;DCC;DCH;DCK;DCO;DCS;DHW;DKA;DKL;DMH;DND;DOS;DPC;DPG;DQU;DRM;DVA,2;3;4;5;6;7;8;9,EKRD;MVRD;CKRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;KBRD;BNRD;FFRD;PRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS,Marsh;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Grassland;Pond/Open Water,Native,Regularly occurring,Y,,N,N,
504,Icteria virens,,Yellow-breasted Chat,,B-YBCH,ABPBX24010,G5,2016-4-8 0:00:00,S2B,2018-3-21 0:00:00,2018-4-30 0:00:00,E (Nov 2011),,Red,Y (May 2004),,,,,Y,1-E (Jun 2003),,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Icteriidae,DAB;DCC;DCS;DKL;DOS,4;5;8,CKRD;CORD;NORD;CBRD;KBRD;OSRD;FVRD,,BG;CDF;CWH;ICH;IDF;PP;SBS,Riparian Forest;Riparian Shrub;Hedgerow;Shrub - Natural;Deciduous/Broadleaf Forest;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,Y,
505,Ammodramus savannarum,,Grasshopper Sparrow,,B-GRSP,ABPBXA0020,G5,2016-4-6 0:00:00,S1B,2018-4-27 0:00:00,2018-5-9 0:00:00,,,Red,Y (Jun 2006),,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,DOS,8,NORD;OSRD,,BG;CDF;IDF;PP,Pasture/Old Field;Meadow;Grassland;Sagebrush Steppe;Antelope-brush Steppe,Native,Regularly occurring,Y,,N,Y,
506,Ammospiza nelsoni,Ammodramus nelsoni,Nelson's Sparrow,,B-NESP,ABPBXA0070,G5,2016-4-6 0:00:00,S2B,2018-4-27 0:00:00,2000-10-6 0:00:00,NAR (May 1998),,Red,Y (Jun 2006),,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,DPC,9,PRRD,,BWBS;CWH,Bog;Fen;Swamp;Marsh;Meadow;Riparian Herbaceous,Native,Regularly occurring,Y,,N,Y,
507,Amphispiza bilineata,,Black-throated Sparrow,,B-BTSP,ABPBX97010,G5,1996-12-4 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
508,Artemisiospiza nevadensis,Amphispiza belli,Sagebrush Sparrow,Sage Sparrow,B-SASP,ABPBX97040,G5,2013-10-10 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
509,Calamospiza melanocorys,,Lark Bunting,,B-LKBU,ABPBX98010,G5,2016-4-6 0:00:00,SNA,2015-3-5 0:00:00,,T (Apr 2017),,Accidental,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
510,Chondestes grammacus,,Lark Sparrow,,B-LASP,ABPBX96010,G5,2016-4-7 0:00:00,S3S4B,2015-3-5 0:00:00,2015-4-21 0:00:00,,,Blue,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,DAB;DCC;DKA;DOS;DPC,3;4;5;8;9,TNRD;CORD;NORD;CSRD;CBRD;KBRD;PRRD;OSRD,,BG;BWBS;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS,Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Antelope-brush Steppe,Native,Regularly occurring,Y,,N,Y,
511,Emberiza rustica,,Rustic Bunting,,B-RUBU,ABPBXA7020,G5,1997-1-5 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Emberizidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
512,Junco hyemalis,,Dark-eyed Junco,,B-DEJU,ABPBXA5020,G5,2016-4-8 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Regularly occurring,Y,,N,N,
513,Melospiza georgiana,,Swamp Sparrow,,B-SWSP,ABPBXA3030,G5,2016-4-9 0:00:00,S4S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Regularly occurring,Y,,N,N,
514,Melospiza lincolnii,,Lincoln's Sparrow,,B-LISP,ABPBXA3020,G5,2016-4-9 0:00:00,S5B, SNRN,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Regularly occurring,Y,,N,N,
515,Melospiza melodia,,Song Sparrow,,B-SOSP,ABPBXA3010,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Regularly occurring,Y,,N,N,
516,Passerculus sandwichensis,,Savannah Sparrow,,B-SAVS,ABPBX99010,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Regularly occurring,Y,,N,N,
517,Passerella iliaca,,Fox Sparrow,,B-FOSP,ABPBXA2010,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Regularly occurring,Y,,N,N,
518,Pipilo chlorurus,,Green-tailed Towhee,,B-GTTO,ABPBX74010,G5,1998-12-1 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Passeriformes,Passerellidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
