ID,Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
275,Buteo regalis,,Ferruginous Hawk,,B-FEHA,ABNKC19120,G4,2016-4-6 0:00:00,SU,2015-3-5 0:00:00,2015-4-21 0:00:00,T (Mar 2008),,Unknown,,,,,,,1-T (Feb 2010),Accidental in BC.,1 - At Risk (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Accipitriformes,Accipitridae,,,,,IDF,Pasture/Old Field;Cultivated Field;Meadow;Grassland;Sagebrush Steppe;Antelope-brush Steppe,Native,Regularly occurring,Y,,N,W,We are tracking this species; however we will only begin to map breeding locations if they are determined to be regular.
276,Buteo swainsoni,,Swainson's Hawk,,B-SWHA,ABNKC19070,G5,2016-4-6 0:00:00,S2B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Red,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Accipitriformes,Accipitridae,DAB;DCC;DCS;DKA;DOS;DPC;DRM;DSS_B,3;4;5;6;8;9,EKRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;BNRD;PRRD;OSRD,,BG;BWBS;CDF;ICH;IDF;MS;PP;SBS,Riparian Forest;Riparian Shrub;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Antelope-b,Native,Regularly occurring,Y,,N,Y,
277,Circus hudsonius,Circus cyaneus,Northern Harrier,,B-NOHA,ABNKC11011,G5,2017-8-21 0:00:00,S4B,2015-3-5 0:00:00,1998-6-30 0:00:00,NAR (May 1993),,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Accipitriformes,Accipitridae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DND;DOS;DPC;DPG;DQU;DRM;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;RDN;CXRD;STRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BAFA;BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS;SWB,Estuary;Bog;Fen;Swamp;Marsh;Riparian Shrub;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Pond/Open Water;Riparian Herbaceous,Native,Regularly occurring,Y,,N,N,
278,Elanus leucurus,,White-tailed Kite,,B-WTKI,ABNKC06010,G5,1996-11-22 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,,,,8 - Accidental (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Accipitriformes,Accipitridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
279,Haliaeetus leucocephalus,,Bald Eagle,,B-BAEA,ABNKC10010,G5,2016-4-8 0:00:00,S5B,S5N,2015-3-5 0:00:00,2009-1-26 0:00:00,NAR (May 1984),,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Accipitriformes,Accipitridae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DNI;DOS;DPC;DPG;DQC;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,CDF;CWH;ICH;IDF;MS;PP,Estuary;Bog;Fen;Swamp;Marsh;Riparian Forest;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Intertidal Marine;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Subtidal Marine;Mixed F,Native,Regularly occurring,Y,,N,N,
280,Tyto alba,,Barn Owl,,B-BNOW,ABNSA01010,G5,2016-4-10 0:00:00,S2?,2015-3-5 0:00:00,2015-4-24 0:00:00,T (Nov 2010),,Red,,,,,Y,,1-T (Jun 2018),,3 - Sensitive (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Tytonidae,DCK;DCR;DOS;DSI,1;2;3;8,MVRD;CRD;CVRD;RDN;CXRD;STRD;NORD;CSRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ICH;IDF;PP,Marsh;Riparian Forest;Riparian Shrub;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Mixed Forest (deciduous/coniferous mix);Urban/Suburban;Riparian Herbaceous;Antelope-brush Steppe;Gravel Bar,Native,Regularly occurring,Y,,N,Y,
281,Aegolius acadicus,,Northern Saw-whet Owl,,B-NSWO,ABNSB15020,G5,2016-4-6 0:00:00,S5B,S5N,2009-1-10 0:00:00,1997-6-16 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DNC;DND;DOS;DPC;DPG;DQC;DQU;DRM;DSC;DSI;DSQ;DSS_B;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;OSRD;FVRD,,BAFA;BG;BWBS;CDF;CMA;CWH;ESSF;ICH;IDF;IMA;MH;MS;PP;SBPS;SBS,Bog;Fen;Swamp;Marsh;Riparian Forest;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,N,
282,Aegolius acadicus brooksi,,Northern Saw-whet Owl, brooksi subspecies,,B-NSWO-BR,ABNSB15022,G5T2T3,2018-10-2 0:00:00,S2S3,2017-2-7 0:00:00,2005-11-29 0:00:00,T (Dec 2017),,Blue,Y (May 2005),,,,,,1-T (Dec 2007),,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Strigiformes,Strigidae,DQC,6,SQCRD,,CMA;CWH;MH,Estuary;Swamp;Riparian Forest;Riparian Shrub;Stream/River;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Intertidal Marine;Shrub - Natural;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Beach;Urban/Su,Native,Regularly occurring,Y,,Y,Y,
283,Aegolius funereus,,Boreal Owl,,B-BOOW,ABNSB15010,G5,2016-4-6 0:00:00,S4,2015-3-5 0:00:00,2005-11-29 0:00:00,NAR (May 1995),,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,DAB;DCC;DCH;DCK;DCO;DCS;DFN;DHW;DJA;DKA;DKL;DKM;DMH;DMK;DND;DOS;DPC;DQU;DRM;DSQ;DSS_B;DSS_C;DVA,2;3;4;5;6;7;8;9,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;NRRD;OSRD;FVRD,,BWBS;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,Riparian Forest;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Krummholtz,Native,Regularly occurring,Y,,N,N,
284,Asio flammeus,,Short-eared Owl,,B-SEOW,ABNSB13040,G5,2016-4-6 0:00:00,S3B,S2N,2015-3-5 0:00:00,1996-6-1 0:00:00,SC (Mar 2008),,Blue,Y (May 2004),,,,Y,,1-SC (Jul 2012),,3 - Sensitive (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DKA;DKL;DMH;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSI;DSS_B;DSS_C,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;CXRD;STRD;CKRD;TNRD;CORD;NORD;CSRD;CBRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS;SWB,Estuary;Marsh;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Urban/Suburban;Pond/Open Water;Riparian Herbaceous;Alpine/Subalpine Meadow;Alpine Grassland,Native,Regularly occurring,Y,,N,Y,
285,Asio otus,,Long-eared Owl,,B-LEOW,ABNSB13010,G5,2016-4-6 0:00:00,S4,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,,,,,,,Native,Regularly occurring,Y,,N,N,
286,Athene cunicularia,,Burrowing Owl,,B-BUOW,ABNSB10010,G4,2016-4-6 0:00:00,S1B,2015-3-5 0:00:00,1998-6-30 0:00:00,E (Apr 2017),,Red,Y (May 2004),,,Endangered,,,1-E (Jun 2003),,1 - At Risk (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,DCS;DKA;DOS,3;8,TNRD;CORD;NORD;OSRD,,BG;CDF;IDF;PP,Sub-soil;Pasture/Old Field;Cultivated Field;Hedgerow;Grassland;Urban/Suburban,Native,Regularly occurring,Y,,N,Y,
287,Bubo scandiacus,Nyctea scandiaca,Snowy Owl,,B-SNOW,ABNSB06010,G5,2016-4-6 0:00:00,SUN,2015-3-5 0:00:00,2015-4-21 0:00:00,NAR (May 1995),,Unknown,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,,,,,,Pasture/Old Field;Cultivated Field;Hedgerow;Intertidal Marine;Meadow;Grassland;Beach,Native,Regularly occurring,N,,N,N,
288,Bubo virginianus,,Great Horned Owl,,B-GHOW,ABNSB05010,G5,2016-4-6 0:00:00,S5,2015-3-5 0:00:00,,,,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,,,,,,Estuary;Bog;Fen;Swamp;Marsh;Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Urban/Suburban,Native,Regularly occurring,Y,,N,N,
289,Glaucidium gnoma,,Northern Pygmy-owl,,B-NPOW,ABNSB08010,G4G5,2016-4-7 0:00:00,S4B,2015-3-5 0:00:00,2015-4-22 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DHW;DJA;DKA;DKL;DKM;DMH;DNC;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;SQCRD;KSRD;KBRD;BNRD;FFRD;PRRD;SKRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS;SWB,,Native,Regularly occurring,Y,,N,N,
290,Glaucidium gnoma swarthi,,Northern Pygmy-owl, swarthi subspecies,,B-NPOW-SW,ABNSB08015,G4G5T3Q,2019-7-5 0:00:00,S3S4,2018-3-13 0:00:00,2018-6-1 0:00:00,,,Blue,Y (Jun 2006),,,,Y,,,,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Strigiformes,Strigidae,DCR;DNI;DSI,1,CRD;CVRD;RDN;ACRD;CXRD;STRD;MWRD,,CDF;CWH;MH,Bog;Fen;Swamp;Marsh;Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Shrub - Natural;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Krum,Native,Regularly occurring,Y,,Y,Y,
291,Megascops kennicottii,Otus kennicottii,Western Screech-Owl,,B-WSOW,ABNSB01040,G4G5,2016-4-9 0:00:00,S4,2015-3-5 0:00:00,1998-6-30 0:00:00,T (May 2012),Both subspecies M. kennicottii kennicottii and M. kennicottii macfarlanei have been designated as Threatened May 4, 2012.,No Status,,,,,,,1-T,Both M. kennicottii kennicottii and M. kennicottii macfarlanei are designated as Threatened.,3 - Sensitive (2005),I,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,DAB;DCK;DCR;DCS;DKA;DKL;DNC;DNI;DOS;DRM;DSC;DSI;DSQ,1;2;3;4;5;6;8,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;MWRD;CCRD;SQCRD;KSRD;KBRD;OSRD;FVRD,,BG;CDF;CWH;ICH;IDF;PP,,Native,Regularly occurring,Y,,N,N,
292,Megascops kennicottii kennicottii,Otus kennicottii kennicottii,Western Screech-Owl, kennicottii subspecies,,B-WSOW-KE,ABNSB01042,G4G5T4,2016-4-9 0:00:00,S2S3,2017-3-15 0:00:00,2017-5-16 0:00:00,T (May 2012),,Blue,,,,,Y,,1-T,,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Strigiformes,Strigidae,DCK;DCR;DNC;DNI;DSC;DSI,1;2;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;CCRD;SQCRD;KSRD;SKRD;FVRD,,CDF;CWH;MH,Riparian Forest;Pasture/Old Field;Hedgerow;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,N,Y,
293,Megascops kennicottii macfarlanei,Otus kennicottii macfarlanei,Western Screech-Owl, macfarlanei subspecies,,B-WSOW-MA,ABNSB01041,G4G5T4,2016-4-9 0:00:00,S3,2017-3-15 0:00:00,2017-5-15 0:00:00,T (May 2012),,Blue,Y (May 2004),,,,,,1-T,,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Strigiformes,Strigidae,DAB;DCS;DKA;DKL;DMH;DOS;DRM,3;4;8,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CBRD;KBRD;OSRD,,BG;ICH;IDF;PP,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,N,Y,
294,Psiloscops flammeolus,Otus flammeolus,Flammulated Owl,,B-FLOW,ABNSB01020,G4,2016-4-9 0:00:00,S3B,2015-3-5 0:00:00,2015-4-23 0:00:00,SC (Apr 2010),,Blue,Y (May 2004),,,,,,1-SC (Jun 2003),,3 - Sensitive (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,DAB;DCC;DCH;DCS;DKA;DKL;DMH;DOS;DRM,3;4;5;8,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CBRD;KBRD;OSRD,,BG;IDF;PP,Conifer Forest - Mesic (average);Conifer Forest - Dry,Native,Regularly occurring,Y,,N,W,
295,Strix nebulosa,,Great Gray Owl,,B-GGOW,ABNSB12040,G5,2016-4-10 0:00:00,S4,2015-3-5 0:00:00,1998-6-30 0:00:00,NAR (May 1996),,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,,,,,,,Native,Regularly occurring,Y,,N,N,
296,Strix occidentalis,,Spotted Owl,,B-SPOW,ABNSB12010,G3G4,2016-4-10 0:00:00,S1,2018-4-30 0:00:00,1996-6-1 0:00:00,E (Mar 2008),Caurina Subspecies,Red,Y (May 2004),,,,,,1-E (Jun 2003),,1 - At Risk (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,DCK;DCS;DSC;DSQ,2;3;8,MVRD;SLRD;TNRD;OSRD;FVRD,,CWH;ESSF;IDF;MH,Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet,Native,Regularly occurring,Y,,N,Y,
297,Strix varia,,Barred Owl,,B-BDOW,ABNSB12020,G5,2016-4-10 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,,,,,,Bog;Fen;Swamp;Marsh;Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Krummholtz;Urban/Suburban,Native,Regularly occurring,Y,,N,N,
298,Surnia ulula,,Northern Hawk Owl,,B-NHOW,ABNSB07010,G5,2016-4-10 0:00:00,S4S5,2015-3-5 0:00:00,1998-6-30 0:00:00,NAR (May 1992),,Yellow,,,,,,,,,4 - Secure (2005),II,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Strigiformes,Strigidae,,,,,,Bog;Fen;Swamp;Marsh;Riparian Forest;Lake;Pasture/Old Field;Cultivated Field;Hedgerow;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Krummholtz,Native,Regularly occurring,Y,,N,N,
299,Megaceryle alcyon,Ceryle alcyon,Belted Kingfisher,,B-BEKI,ABNXD01020,G5,2016-4-9 0:00:00,S4S5,2015-3-5 0:00:00,2009-1-26 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Coraciiformes,Alcedinidae,,,,,,Estuary;Bog;Fen;Swamp;Marsh;Riparian Forest;Riparian Shrub;Stream/River;Lake;Cliff;Intertidal Marine;Subtidal Marine;Urban/Suburban;Pond/Open Water;Riparian Herbaceous;Gravel Bar,Native,Regularly occurring,Y,,N,N,
300,Colaptes auratus,,Northern Flicker,,B-NOFL,ABNYF10020,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,N,N,
301,Dryobates albolarvatus,Picoides albolarvatus,White-headed Woodpecker,,B-WHWO,ABNYF07070,G4,2016-4-9 0:00:00,S1,2015-3-5 0:00:00,2000-10-6 0:00:00,E (Nov 2010),,Red,Y (May 2004),,,,,Y,1-E (Jun 2003),,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,DAB;DCS;DOS,8,KBRD;OSRD,,BG;ICH;IDF;PP,Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,Y,
302,Dryobates pubescens,Picoides pubescens,Downy Woodpecker,,B-DOWO,ABNYF07030,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,,Native,Regularly occurring,Y,,N,N,
303,Dryobates villosus,Picoides villosus,Hairy Woodpecker,,B-HAWO,ABNYF07040,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,DQC,6,SQCRD,,CWH;MH,,Native,Regularly occurring,Y,,N,N,
304,Dryobates villosus picoideus,Picoides villosus picoideus,Hairy Woodpecker, picoideus subspecies,,B-HAWO-PI,ABNYF07048,G5T3,2019-10-16 0:00:00,S4,2019-2-12 0:00:00,2019-5-15 0:00:00,,,Yellow,Y (Jun 2006),,,,,,,,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Piciformes,Picidae,DQC,6,SQCRD,,CWH,Riparian Forest;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Urban/Suburban,Native,Regularly occurring,Y,,Y,N,
305,Dryocopus pileatus,,Pileated Woodpecker,,B-PIWO,ABNYF12020,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,2011-1-4 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,DAB;DCC;DCH;DCK;DCO;DCR;DCS;DFN;DHW;DKA;DKL;DKM;DMH;DND;DNI;DOS;DPC;DPG;DQU;DRM;DSC;DSI;DSQ;DSS_B;DSS_C;DVA,1;2;3;4;5;6;7;8;9,EKRD;MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;MWRD;CCRD;KSRD;KBRD;BNRD;FFRD;PRRD;NRRD;OSRD;FVRD,,BG;BWBS;CDF;CWH;ESSF;ICH;IDF;MH;MS;PP;SBPS;SBS,Riparian Forest;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,Y,,N,N,
306,Melanerpes erythrocephalus,,Red-headed Woodpecker,,B-RHWO,ABNYF04040,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,E (Apr 2018),,Accidental,,,,,,Y,3,,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
307,Melanerpes formicivorus,,Acorn Woodpecker,,B-ACWO,ABNYF04050,G5,1996-12-2 0:00:00,SNA,2015-3-5 0:00:00,2000-12-5 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
308,Melanerpes lewis,,Lewis's Woodpecker,,B-LEWO,ABNYF04010,G4,2016-4-9 0:00:00,S2S3B,2015-3-5 0:00:00,2015-4-23 0:00:00,T (Apr 2010),,Blue,Y (May 2004),,,,,Y,1-T (Jul 2012),,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,DAB;DCC;DCH;DCS;DKA;DKL;DMH;DOS;DRM,3;4;5;8,EKRD;CKRD;SLRD;TNRD;CORD;NORD;CSRD;CBRD;KBRD;OSRD,,BG;CDF;CWH;ICH;IDF;PP;SBS,Riparian Forest;Pasture/Old Field;Cultivated Field;Hedgerow;Meadow;Grassland;Sagebrush Steppe;Deciduous/Broadleaf Forest;Conifer Forest - Dry;Urban/Suburban;Antelope-brush Steppe,Native,Regularly occurring,Y,,N,Y,
309,Picoides arcticus,,Black-backed Woodpecker,,B-BBWO,ABNYF07090,G5,2017-12-18 0:00:00,S4S5B,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,,Native,Regularly occurring,Y,,N,N,
310,Picoides dorsalis,Picoides tridactylus,American Three-toed Woodpecker,Three-toed Woodpecker,B-ATTW,ABNYF07110,G5,2016-4-9 0:00:00,S5,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,Riparian Forest;Deciduous/Broadleaf Forest;Conifer Forest - Mesic (average);Conifer Forest - Dry;Conifer Forest - Moist/wet;Mixed Forest (deciduous/coniferous mix);Krummholtz,Native,Regularly occurring,Y,,N,N,
311,Sphyrapicus nuchalis,,Red-naped Sapsucker,,B-RNSA,ABNYF05040,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,,Native,Regularly occurring,Y,,N,N,
312,Sphyrapicus ruber,,Red-breasted Sapsucker,,B-RBSA,ABNYF05020,G5,2016-4-9 0:00:00,S5B,2015-3-5 0:00:00,1998-6-30 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,,,,,,,Native,Regularly occurring,Y,,N,N,
313,Sphyrapicus thyroideus,,Williamson's Sapsucker,,B-WISA,ABNYF05030,G5,2016-4-9 0:00:00,S3B,2015-3-5 0:00:00,2013-1-2 0:00:00,E (Dec 2017),,Blue,,,,,,Y,1-E (Aug 2006),,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Piciformes,Picidae,DAB;DCS;DKA;DKL;DOS;DRM,3;4;8,EKRD;TNRD;NORD;KBRD;OSRD,,BG;ICH;IDF;MS;PP,,Native,Regularly occurring,Y,,N,Y,This species was previously being tracked and mapped at the subspecies level (see taxonomic comments).
314,Sphyrapicus thyroideus nataliae,,Williamson's Sapsucker, nataliae subspecies,,B-WISA-NA,ABNYF05031,G5T5,2016-4-9 0:00:00,SNR,2012-12-17 0:00:00,2013-1-2 0:00:00,E (Dec 2017),Full Species,No Status,Y (Jun 2006),,,,,,1-E (Aug 2006),,,,Vertebrate Animal,birds,Subspecies,Animalia,Craniata,Aves,Piciformes,Picidae,DRM,4,EKRD,,IDF;MS;PP,Conifer Forest - Mesic (average);Conifer Forest - Dry;Mixed Forest (deciduous/coniferous mix),Native,Regularly occurring,N,,N,N,Not recognized as a subspecies (Gyug et al 2012).
